date,datetime,cash_type,card,money,coffee_name
10/16/2024,38:36.6,card,ANON-0000-0000-0771,30.86,Americano with Milk
10/16/2024,20:28.5,card,ANON-0000-0000-0772,35.76,Hot Chocolate
10/17/2024,47:00.9,card,ANON-0000-0000-0696,35.76,Latte
10/17/2024,58:06.8,card,ANON-0000-0000-0570,35.76,Latte
10/17/2024,24:27.2,card,ANON-0000-0000-0773,30.86,Americano with Milk
10/17/2024,26:37.8,card,ANON-0000-0000-0510,35.76,Latte
10/17/2024,44:54.2,card,ANON-0000-0000-0313,35.76,Hot Chocolate
10/17/2024,59:26.9,card,ANON-0000-0000-0774,30.86,Americano with Milk
10/17/2024,57:24.9,card,ANON-0000-0000-0775,35.76,Latte
10/17/2024,34:42.6,card,ANON-0000-0000-0776,25.96,Americano
10/17/2024,37:12.6,card,ANON-0000-0000-0702,35.76,Hot Chocolate
10/17/2024,38:18.0,card,ANON-0000-0000-0702,35.76,Hot Chocolate
10/17/2024,39:09.6,card,ANON-0000-0000-0702,35.76,Latte
10/17/2024,48:35.9,card,ANON-0000-0000-0777,35.76,Hot Chocolate
10/17/2024,49:33.2,card,ANON-0000-0000-0777,35.76,Hot Chocolate
10/17/2024,08:27.8,card,ANON-0000-0000-0258,35.76,Cappuccino
10/17/2024,09:30.3,card,ANON-0000-0000-0258,35.76,Hot Chocolate
10/17/2024,43:12.2,card,ANON-0000-0000-0507,35.76,Latte
10/17/2024,11:36.4,card,ANON-0000-0000-0778,30.86,Americano with Milk
10/17/2024,46:12.9,card,ANON-0000-0000-0779,35.76,Latte
10/17/2024,47:20.5,card,ANON-0000-0000-0779,35.76,Latte
10/17/2024,48:31.7,card,ANON-0000-0000-0779,35.76,Latte
10/17/2024,49:54.6,card,ANON-0000-0000-0779,35.76,Hot Chocolate
10/18/2024,41:59.5,card,ANON-0000-0000-0012,35.76,Cocoa
10/18/2024,42:59.2,card,ANON-0000-0000-0054,35.76,Cocoa
10/18/2024,32:41.5,card,ANON-0000-0000-0003,35.76,Cocoa
10/18/2024,34:08.0,card,ANON-0000-0000-0003,35.76,Cocoa
10/18/2024,55:20.2,card,ANON-0000-0000-0780,35.76,Cappuccino
10/18/2024,54:58.8,card,ANON-0000-0000-0780,35.76,Cappuccino
10/18/2024,51:04.1,card,ANON-0000-0000-0781,35.76,Latte
10/18/2024,52:15.3,card,ANON-0000-0000-0781,35.76,Cappuccino
10/18/2024,39:20.0,card,ANON-0000-0000-0683,25.96,Americano
10/18/2024,09:57.9,card,ANON-0000-0000-0782,35.76,Latte
10/18/2024,45:39.0,card,ANON-0000-0000-0783,35.76,Hot Chocolate
10/18/2024,14:40.2,card,ANON-0000-0000-0012,35.76,Cocoa
10/18/2024,15:22.5,card,ANON-0000-0000-0012,35.76,Cocoa
10/18/2024,52:23.4,card,ANON-0000-0000-0784,30.86,Americano with Milk
10/18/2024,03:27.0,card,ANON-0000-0000-0690,35.76,Latte
10/19/2024,34:13.7,card,ANON-0000-0000-0785,30.86,Americano with Milk
10/19/2024,22:06.1,card,ANON-0000-0000-0019,35.76,Latte
10/19/2024,10:32.6,card,ANON-0000-0000-0355,35.76,Cappuccino
10/19/2024,56:55.2,card,ANON-0000-0000-0507,35.76,Hot Chocolate
10/19/2024,59:24.1,card,ANON-0000-0000-0507,35.76,Latte
10/19/2024,02:45.8,card,ANON-0000-0000-0494,35.76,Latte
10/19/2024,17:42.5,card,ANON-0000-0000-0696,35.76,Latte
10/19/2024,46:45.5,card,ANON-0000-0000-0690,35.76,Cocoa
10/19/2024,46:37.7,card,ANON-0000-0000-0786,35.76,Cappuccino
10/20/2024,40:44.0,card,ANON-0000-0000-0570,35.76,Latte
10/20/2024,41:50.5,card,ANON-0000-0000-0570,35.76,Cocoa
10/20/2024,16:51.8,card,ANON-0000-0000-0787,35.76,Latte
10/20/2024,28:46.0,card,ANON-0000-0000-0650,35.76,Hot Chocolate
10/20/2024,29:43.5,card,ANON-0000-0000-0650,25.96,Cortado
10/20/2024,52:45.1,card,ANON-0000-0000-0455,30.86,Americano with Milk
10/20/2024,45:09.8,card,ANON-0000-0000-0788,35.76,Latte
10/20/2024,46:04.8,card,ANON-0000-0000-0788,35.76,Latte
10/20/2024,27:05.8,card,ANON-0000-0000-0507,35.76,Latte
10/20/2024,34:16.4,card,ANON-0000-0000-0012,35.76,Cocoa
10/20/2024,35:08.2,card,ANON-0000-0000-0012,35.76,Cocoa
10/20/2024,14:18.0,card,ANON-0000-0000-0789,35.76,Hot Chocolate
10/20/2024,15:17.8,card,ANON-0000-0000-0790,25.96,Cortado
10/20/2024,17:26.9,card,ANON-0000-0000-0791,35.76,Cocoa
10/20/2024,25:00.1,card,ANON-0000-0000-0792,35.76,Latte
10/20/2024,17:29.0,card,ANON-0000-0000-0550,35.76,Cappuccino
10/21/2024,48:43.1,card,ANON-0000-0000-0696,35.76,Latte
10/21/2024,19:56.4,card,ANON-0000-0000-0097,35.76,Latte
10/21/2024,04:54.4,card,ANON-0000-0000-0385,30.86,Americano with Milk
10/21/2024,34:25.5,card,ANON-0000-0000-0793,35.76,Latte
10/21/2024,25:09.3,card,ANON-0000-0000-0700,25.96,Americano
10/21/2024,41:44.7,card,ANON-0000-0000-0141,25.96,Cortado
10/21/2024,42:35.6,card,ANON-0000-0000-0141,25.96,Cortado
10/21/2024,27:41.7,card,ANON-0000-0000-0274,21.06,Espresso
10/21/2024,40:24.3,card,ANON-0000-0000-0751,35.76,Cappuccino
10/21/2024,42:56.0,card,ANON-0000-0000-0794,35.76,Latte
10/21/2024,43:58.0,card,ANON-0000-0000-0726,35.76,Latte
10/21/2024,27:02.4,card,ANON-0000-0000-0795,30.86,Americano with Milk
10/21/2024,39:04.7,card,ANON-0000-0000-0796,25.96,Cortado
10/21/2024,42:57.5,card,ANON-0000-0000-0225,35.76,Cocoa
10/21/2024,55:22.5,card,ANON-0000-0000-0797,35.76,Latte
10/21/2024,21:13.4,card,ANON-0000-0000-0798,35.76,Hot Chocolate
10/21/2024,05:36.1,card,ANON-0000-0000-0799,35.76,Latte
10/21/2024,30:44.5,card,ANON-0000-0000-0789,35.76,Cocoa
10/21/2024,31:34.0,card,ANON-0000-0000-0791,35.76,Hot Chocolate
10/22/2024,32:59.5,card,ANON-0000-0000-0696,35.76,Latte
10/22/2024,34:00.0,card,ANON-0000-0000-0696,35.76,Cappuccino
10/22/2024,25:32.2,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/22/2024,17:50.4,card,ANON-0000-0000-0800,25.96,Cortado
10/22/2024,51:32.3,card,ANON-0000-0000-0402,21.06,Espresso
10/22/2024,52:17.1,card,ANON-0000-0000-0402,25.96,Cortado
10/22/2024,07:02.6,card,ANON-0000-0000-0801,25.96,Americano
10/22/2024,46:39.2,card,ANON-0000-0000-0507,35.76,Hot Chocolate
10/22/2024,47:50.5,card,ANON-0000-0000-0507,35.76,Latte
10/23/2024,58:06.8,card,ANON-0000-0000-0696,35.76,Latte
10/23/2024,45:14.8,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/23/2024,24:57.8,card,ANON-0000-0000-0141,25.96,Cortado
10/23/2024,31:05.4,card,ANON-0000-0000-0802,30.86,Americano with Milk
10/23/2024,20:02.3,card,ANON-0000-0000-0803,30.86,Americano with Milk
10/23/2024,21:09.0,card,ANON-0000-0000-0803,30.86,Americano with Milk
10/23/2024,42:30.2,card,ANON-0000-0000-0804,35.76,Cappuccino
10/23/2024,02:46.3,card,ANON-0000-0000-0805,21.06,Espresso
10/23/2024,58:58.5,card,ANON-0000-0000-0040,35.76,Cocoa
10/23/2024,00:43.0,card,ANON-0000-0000-0040,35.76,Cappuccino
10/23/2024,57:20.7,card,ANON-0000-0000-0518,30.86,Americano with Milk
10/23/2024,58:23.7,card,ANON-0000-0000-0806,35.76,Hot Chocolate
10/23/2024,23:38.3,card,ANON-0000-0000-0807,35.76,Latte
10/24/2024,07:46.6,card,ANON-0000-0000-0808,25.96,Americano
10/24/2024,23:59.6,card,ANON-0000-0000-0809,35.76,Cappuccino
10/24/2024,09:46.7,card,ANON-0000-0000-0804,35.76,Cappuccino
10/24/2024,49:01.9,card,ANON-0000-0000-0810,35.76,Hot Chocolate
10/24/2024,49:49.3,card,ANON-0000-0000-0810,35.76,Latte
10/24/2024,47:32.8,card,ANON-0000-0000-0788,35.76,Latte
10/24/2024,48:29.9,card,ANON-0000-0000-0788,35.76,Latte
10/24/2024,53:47.3,card,ANON-0000-0000-0811,25.96,Americano
10/24/2024,55:07.6,card,ANON-0000-0000-0811,25.96,Americano
10/24/2024,50:18.7,card,ANON-0000-0000-0507,35.76,Latte
10/24/2024,44:11.5,card,ANON-0000-0000-0812,25.96,Americano
10/24/2024,14:44.9,card,ANON-0000-0000-0813,35.76,Hot Chocolate
10/24/2024,15:29.1,card,ANON-0000-0000-0813,35.76,Hot Chocolate
10/24/2024,56:20.1,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/24/2024,57:10.0,card,ANON-0000-0000-0637,35.76,Cappuccino
10/25/2024,38:11.1,card,ANON-0000-0000-0696,35.76,Cappuccino
10/25/2024,45:22.9,card,ANON-0000-0000-0402,21.06,Espresso
10/25/2024,10:04.8,card,ANON-0000-0000-0570,35.76,Cocoa
10/25/2024,10:54.6,card,ANON-0000-0000-0570,35.76,Latte
10/25/2024,18:49.8,card,ANON-0000-0000-0084,35.76,Cocoa
10/25/2024,03:28.3,card,ANON-0000-0000-0683,25.96,Americano
10/25/2024,05:21.0,card,ANON-0000-0000-0683,25.96,Americano
10/25/2024,51:01.3,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/25/2024,49:42.9,card,ANON-0000-0000-0012,35.76,Cocoa
10/25/2024,50:30.4,card,ANON-0000-0000-0012,35.76,Cocoa
10/25/2024,06:50.2,card,ANON-0000-0000-0141,25.96,Cortado
10/25/2024,40:37.5,card,ANON-0000-0000-0814,35.76,Latte
10/25/2024,23:16.6,card,ANON-0000-0000-0137,35.76,Cappuccino
10/25/2024,19:24.0,card,ANON-0000-0000-0815,35.76,Hot Chocolate
10/25/2024,22:31.7,card,ANON-0000-0000-0815,21.06,Espresso
10/26/2024,49:59.2,card,ANON-0000-0000-0682,35.76,Cappuccino
10/26/2024,41:44.5,card,ANON-0000-0000-0141,25.96,Cortado
10/26/2024,52:59.6,card,ANON-0000-0000-0334,35.76,Cappuccino
10/26/2024,24:38.3,card,ANON-0000-0000-0816,25.96,Americano
10/26/2024,18:09.3,card,ANON-0000-0000-0040,35.76,Cocoa
10/26/2024,03:31.0,card,ANON-0000-0000-0817,35.76,Latte
10/26/2024,34:58.7,card,ANON-0000-0000-0276,35.76,Latte
10/26/2024,36:14.9,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/26/2024,05:22.1,card,ANON-0000-0000-0141,25.96,Cortado
10/26/2024,06:19.1,card,ANON-0000-0000-0141,25.96,Cortado
10/26/2024,38:28.7,card,ANON-0000-0000-0818,35.76,Latte
10/26/2024,39:29.6,card,ANON-0000-0000-0818,35.76,Latte
10/26/2024,52:01.7,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/26/2024,53:21.5,card,ANON-0000-0000-0820,30.86,Americano with Milk
10/26/2024,19:21.3,card,ANON-0000-0000-0715,35.76,Cappuccino
10/26/2024,34:46.7,card,ANON-0000-0000-0821,30.86,Americano with Milk
10/27/2024,01:56.9,card,ANON-0000-0000-0347,30.86,Americano with Milk
10/27/2024,53:26.0,card,ANON-0000-0000-0276,35.76,Latte
10/27/2024,54:27.5,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/27/2024,43:46.6,card,ANON-0000-0000-0822,35.76,Cappuccino
10/27/2024,17:06.2,card,ANON-0000-0000-0507,35.76,Latte
10/28/2024,46:28.2,card,ANON-0000-0000-0696,35.76,Cappuccino
10/28/2024,01:12.3,card,ANON-0000-0000-0823,25.96,Americano
10/28/2024,35:02.9,card,ANON-0000-0000-0683,35.76,Latte
10/28/2024,15:42.8,card,ANON-0000-0000-0242,30.86,Americano with Milk
10/28/2024,42:36.5,card,ANON-0000-0000-0824,35.76,Latte
10/28/2024,43:43.3,card,ANON-0000-0000-0824,35.76,Latte
10/28/2024,01:36.1,card,ANON-0000-0000-0707,35.76,Hot Chocolate
10/28/2024,02:34.8,card,ANON-0000-0000-0825,30.86,Americano with Milk
10/28/2024,21:30.4,card,ANON-0000-0000-0826,35.76,Cappuccino
10/28/2024,10:54.6,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/28/2024,11:56.3,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/28/2024,30:59.6,card,ANON-0000-0000-0827,30.86,Americano with Milk
10/28/2024,01:20.5,card,ANON-0000-0000-0159,35.76,Latte
10/28/2024,55:18.1,card,ANON-0000-0000-0828,35.76,Cocoa
10/28/2024,56:02.4,card,ANON-0000-0000-0828,35.76,Cocoa
10/28/2024,10:25.3,card,ANON-0000-0000-0257,35.76,Cappuccino
10/28/2024,20:03.6,card,ANON-0000-0000-0329,30.86,Americano with Milk
10/28/2024,05:50.8,card,ANON-0000-0000-0695,30.86,Americano with Milk
10/29/2024,40:52.4,card,ANON-0000-0000-0804,35.76,Latte
10/29/2024,47:05.6,card,ANON-0000-0000-0683,35.76,Latte
10/29/2024,31:57.7,card,ANON-0000-0000-0570,35.76,Latte
10/29/2024,59:46.7,card,ANON-0000-0000-0829,30.86,Americano with Milk
10/29/2024,21:36.8,card,ANON-0000-0000-0830,21.06,Espresso
10/29/2024,15:43.8,card,ANON-0000-0000-0831,25.96,Cortado
10/29/2024,17:00.7,card,ANON-0000-0000-0831,25.96,Cortado
10/29/2024,37:36.0,card,ANON-0000-0000-0832,35.76,Cappuccino
10/29/2024,09:33.7,card,ANON-0000-0000-0833,35.76,Hot Chocolate
10/29/2024,10:56.8,card,ANON-0000-0000-0834,35.76,Cocoa
10/29/2024,17:33.4,card,ANON-0000-0000-0225,35.76,Cocoa
10/29/2024,02:04.4,card,ANON-0000-0000-0835,30.86,Americano with Milk
10/29/2024,02:57.4,card,ANON-0000-0000-0835,30.86,Americano with Milk
10/29/2024,02:05.4,card,ANON-0000-0000-0836,30.86,Americano with Milk
10/29/2024,05:44.4,card,ANON-0000-0000-0206,35.76,Cappuccino
10/29/2024,51:12.9,card,ANON-0000-0000-0507,35.76,Hot Chocolate
10/29/2024,54:02.4,card,ANON-0000-0000-0507,35.76,Latte
10/29/2024,07:35.7,card,ANON-0000-0000-0799,35.76,Latte
10/30/2024,52:05.5,card,ANON-0000-0000-0703,35.76,Latte
10/30/2024,46:26.8,card,ANON-0000-0000-0571,30.86,Americano with Milk
10/30/2024,47:29.3,card,ANON-0000-0000-0571,30.86,Americano with Milk
10/30/2024,11:29.4,card,ANON-0000-0000-0837,35.76,Latte
10/30/2024,31:53.2,card,ANON-0000-0000-0838,35.76,Latte
10/30/2024,33:07.7,card,ANON-0000-0000-0838,35.76,Latte
10/30/2024,08:45.9,card,ANON-0000-0000-0375,35.76,Latte
10/30/2024,09:46.8,card,ANON-0000-0000-0375,25.96,Americano
10/30/2024,10:58.4,card,ANON-0000-0000-0734,30.86,Americano with Milk
10/30/2024,37:00.8,card,ANON-0000-0000-0839,25.96,Americano
10/30/2024,05:15.2,card,ANON-0000-0000-0507,35.76,Latte
10/30/2024,07:03.0,card,ANON-0000-0000-0507,35.76,Latte
10/30/2024,04:48.4,card,ANON-0000-0000-0840,30.86,Americano with Milk
10/30/2024,08:12.5,card,ANON-0000-0000-0841,35.76,Hot Chocolate
10/30/2024,18:31.5,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/30/2024,43:21.2,card,ANON-0000-0000-0842,30.86,Americano with Milk
10/31/2024,54:17.3,card,ANON-0000-0000-0703,35.76,Latte
10/31/2024,38:53.9,card,ANON-0000-0000-0683,35.76,Latte
10/31/2024,18:19.1,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/31/2024,59:26.7,card,ANON-0000-0000-0843,35.76,Latte
10/31/2024,00:31.0,card,ANON-0000-0000-0844,30.86,Americano with Milk
11/1/2024,24:03.4,card,ANON-0000-0000-0842,35.76,Cocoa
11/1/2024,30:57.6,card,ANON-0000-0000-0304,25.96,Americano
11/1/2024,54:50.4,card,ANON-0000-0000-0612,35.76,Latte
11/1/2024,41:26.5,card,ANON-0000-0000-0012,35.76,Cocoa
11/1/2024,42:18.4,card,ANON-0000-0000-0012,35.76,Cocoa
11/1/2024,55:42.4,card,ANON-0000-0000-0845,25.96,Cortado
11/1/2024,41:55.9,card,ANON-0000-0000-0695,30.86,Americano with Milk
11/2/2024,19:44.3,card,ANON-0000-0000-0141,25.96,Cortado
11/2/2024,25:46.0,card,ANON-0000-0000-0828,35.76,Cocoa
11/2/2024,33:09.6,card,ANON-0000-0000-0097,30.86,Americano with Milk
11/2/2024,54:14.6,card,ANON-0000-0000-0846,30.86,Americano with Milk
11/2/2024,24:15.9,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/2/2024,25:57.0,card,ANON-0000-0000-0507,35.76,Latte
11/2/2024,37:05.0,card,ANON-0000-0000-0847,35.76,Latte
11/2/2024,18:27.2,card,ANON-0000-0000-0620,30.86,Americano with Milk
11/2/2024,58:23.5,card,ANON-0000-0000-0848,25.96,Americano
11/3/2024,23:00.4,card,ANON-0000-0000-0141,25.96,Cortado
11/3/2024,47:06.0,card,ANON-0000-0000-0040,30.86,Americano with Milk
11/3/2024,48:12.0,card,ANON-0000-0000-0040,30.86,Americano with Milk
11/3/2024,13:51.4,card,ANON-0000-0000-0849,35.76,Latte
11/3/2024,14:56.7,card,ANON-0000-0000-0849,30.86,Americano with Milk
11/3/2024,18:24.7,card,ANON-0000-0000-0228,35.76,Cocoa
11/3/2024,44:18.5,card,ANON-0000-0000-0850,25.96,Americano
11/3/2024,59:01.1,card,ANON-0000-0000-0851,30.86,Americano with Milk
11/3/2024,15:17.7,card,ANON-0000-0000-0622,35.76,Hot Chocolate
11/3/2024,16:43.5,card,ANON-0000-0000-0622,35.76,Hot Chocolate
11/3/2024,20:37.1,card,ANON-0000-0000-0852,25.96,Americano
11/3/2024,21:46.1,card,ANON-0000-0000-0852,25.96,Americano
11/3/2024,26:14.6,card,ANON-0000-0000-0225,35.76,Cocoa
11/4/2024,43:36.9,card,ANON-0000-0000-0696,35.76,Latte
11/4/2024,37:33.3,card,ANON-0000-0000-0276,35.76,Latte
11/4/2024,38:58.9,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/4/2024,33:35.8,card,ANON-0000-0000-0853,25.96,Americano
11/4/2024,35:06.1,card,ANON-0000-0000-0854,30.86,Americano with Milk
11/4/2024,44:38.1,card,ANON-0000-0000-0012,35.76,Cocoa
11/4/2024,45:20.0,card,ANON-0000-0000-0012,35.76,Cocoa
11/5/2024,49:31.6,card,ANON-0000-0000-0696,35.76,Cocoa
11/5/2024,05:41.8,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/5/2024,12:12.3,card,ANON-0000-0000-0731,35.76,Cappuccino
11/5/2024,13:40.4,card,ANON-0000-0000-0731,30.86,Americano with Milk
11/5/2024,41:44.3,card,ANON-0000-0000-0012,30.86,Americano with Milk
11/5/2024,47:29.9,card,ANON-0000-0000-0855,35.76,Cocoa
11/5/2024,48:22.5,card,ANON-0000-0000-0856,35.76,Latte
11/5/2024,36:37.9,card,ANON-0000-0000-0857,35.76,Latte
11/5/2024,41:48.0,card,ANON-0000-0000-0858,35.76,Latte
11/5/2024,52:56.3,card,ANON-0000-0000-0455,35.76,Cappuccino
11/5/2024,54:10.7,card,ANON-0000-0000-0455,35.76,Cappuccino
11/5/2024,55:18.6,card,ANON-0000-0000-0455,35.76,Cappuccino
11/5/2024,40:44.7,card,ANON-0000-0000-0859,35.76,Cocoa
11/5/2024,42:02.8,card,ANON-0000-0000-0859,35.76,Cocoa
11/5/2024,54:19.6,card,ANON-0000-0000-0722,35.76,Hot Chocolate
11/5/2024,05:50.6,card,ANON-0000-0000-0637,35.76,Hot Chocolate
11/5/2024,06:39.0,card,ANON-0000-0000-0637,30.86,Americano with Milk
11/6/2024,11:25.1,card,ANON-0000-0000-0570,35.76,Latte
11/6/2024,45:31.2,card,ANON-0000-0000-0860,21.06,Espresso
11/6/2024,15:32.9,card,ANON-0000-0000-0742,25.96,Americano
11/6/2024,44:16.5,card,ANON-0000-0000-0622,35.76,Cappuccino
11/6/2024,00:43.8,card,ANON-0000-0000-0861,35.76,Latte
11/6/2024,02:05.1,card,ANON-0000-0000-0862,35.76,Cappuccino
11/6/2024,40:42.9,card,ANON-0000-0000-0863,35.76,Hot Chocolate
11/6/2024,41:30.7,card,ANON-0000-0000-0863,35.76,Hot Chocolate
11/7/2024,17:16.0,card,ANON-0000-0000-0864,35.76,Latte
11/7/2024,50:10.6,card,ANON-0000-0000-0865,25.96,Americano
11/7/2024,39:39.4,card,ANON-0000-0000-0866,25.96,Americano
11/7/2024,17:33.7,card,ANON-0000-0000-0828,35.76,Cocoa
11/7/2024,20:14.8,card,ANON-0000-0000-0867,35.76,Hot Chocolate
11/7/2024,21:38.0,card,ANON-0000-0000-0867,35.76,Latte
11/7/2024,02:30.7,card,ANON-0000-0000-0507,35.76,Latte
11/8/2024,05:42.1,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/8/2024,47:30.9,card,ANON-0000-0000-0375,25.96,Americano
11/8/2024,48:59.7,card,ANON-0000-0000-0375,25.96,Americano
11/8/2024,47:11.4,card,ANON-0000-0000-0494,35.76,Cappuccino
11/8/2024,25:13.4,card,ANON-0000-0000-0868,35.76,Latte
11/8/2024,26:17.6,card,ANON-0000-0000-0868,35.76,Latte
11/8/2024,33:02.9,card,ANON-0000-0000-0869,30.86,Americano with Milk
11/8/2024,55:28.0,card,ANON-0000-0000-0870,30.86,Americano with Milk
11/8/2024,13:32.2,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/8/2024,14:24.3,card,ANON-0000-0000-0872,35.76,Hot Chocolate
11/8/2024,15:20.0,card,ANON-0000-0000-0872,35.76,Hot Chocolate
11/8/2024,27:09.7,card,ANON-0000-0000-0690,35.76,Latte
11/9/2024,08:18.8,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/9/2024,02:08.0,card,ANON-0000-0000-0141,25.96,Cortado
11/9/2024,03:00.6,card,ANON-0000-0000-0141,25.96,Cortado
11/9/2024,08:44.2,card,ANON-0000-0000-0873,35.76,Latte
11/9/2024,50:14.7,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/9/2024,50:55.2,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/9/2024,21:51.6,card,ANON-0000-0000-0874,35.76,Hot Chocolate
11/9/2024,22:50.4,card,ANON-0000-0000-0874,35.76,Hot Chocolate
11/9/2024,37:33.2,card,ANON-0000-0000-0875,25.96,Americano
11/9/2024,29:50.9,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/9/2024,15:47.8,card,ANON-0000-0000-0570,35.76,Latte
11/9/2024,16:52.4,card,ANON-0000-0000-0570,35.76,Cocoa
11/9/2024,42:04.5,card,ANON-0000-0000-0876,25.96,Americano
11/9/2024,43:27.5,card,ANON-0000-0000-0876,35.76,Latte
11/9/2024,13:27.7,card,ANON-0000-0000-0877,35.76,Cocoa
11/9/2024,52:58.1,card,ANON-0000-0000-0878,25.96,Americano
11/9/2024,54:19.1,card,ANON-0000-0000-0879,25.96,Americano
11/10/2024,46:21.8,card,ANON-0000-0000-0880,25.96,Americano
11/10/2024,52:47.9,card,ANON-0000-0000-0881,35.76,Cocoa
11/10/2024,12:53.4,card,ANON-0000-0000-0882,35.76,Hot Chocolate
11/10/2024,14:03.6,card,ANON-0000-0000-0883,35.76,Hot Chocolate
11/10/2024,38:08.1,card,ANON-0000-0000-0884,35.76,Cappuccino
11/10/2024,39:06.8,card,ANON-0000-0000-0884,35.76,Cappuccino
11/11/2024,48:26.8,card,ANON-0000-0000-0696,35.76,Cappuccino
11/11/2024,52:25.8,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/11/2024,19:09.5,card,ANON-0000-0000-0141,25.96,Cortado
11/11/2024,18:44.0,card,ANON-0000-0000-0206,35.76,Cappuccino
11/11/2024,19:52.7,card,ANON-0000-0000-0206,35.76,Hot Chocolate
11/11/2024,33:32.1,card,ANON-0000-0000-0885,35.76,Cappuccino
11/11/2024,00:46.9,card,ANON-0000-0000-0886,35.76,Latte
11/11/2024,04:15.5,card,ANON-0000-0000-0887,35.76,Hot Chocolate
11/11/2024,08:31.7,card,ANON-0000-0000-0888,35.76,Latte
11/11/2024,09:47.0,card,ANON-0000-0000-0888,35.76,Latte
11/12/2024,03:08.6,card,ANON-0000-0000-0889,35.76,Latte
11/12/2024,15:45.4,card,ANON-0000-0000-0890,35.76,Latte
11/12/2024,39:14.9,card,ANON-0000-0000-0691,35.76,Latte
11/12/2024,47:14.4,card,ANON-0000-0000-0891,35.76,Hot Chocolate
11/12/2024,48:04.9,card,ANON-0000-0000-0891,35.76,Hot Chocolate
11/12/2024,49:03.9,card,ANON-0000-0000-0891,35.76,Cocoa
11/12/2024,45:14.3,card,ANON-0000-0000-0696,35.76,Cappuccino
11/12/2024,07:57.8,card,ANON-0000-0000-0892,35.76,Latte
11/12/2024,09:21.8,card,ANON-0000-0000-0893,35.76,Cocoa
11/13/2024,09:10.9,card,ANON-0000-0000-0894,30.86,Americano with Milk
11/13/2024,37:43.3,card,ANON-0000-0000-0892,35.76,Latte
11/13/2024,19:54.6,card,ANON-0000-0000-0895,30.86,Americano with Milk
11/13/2024,20:58.5,card,ANON-0000-0000-0895,30.86,Americano with Milk
11/13/2024,17:30.2,card,ANON-0000-0000-0896,30.86,Americano with Milk
11/13/2024,46:58.4,card,ANON-0000-0000-0892,35.76,Latte
11/14/2024,36:27.8,card,ANON-0000-0000-0892,35.76,Latte
11/14/2024,06:42.7,card,ANON-0000-0000-0897,25.96,Americano
11/14/2024,48:50.5,card,ANON-0000-0000-0898,21.06,Espresso
11/14/2024,03:45.4,card,ANON-0000-0000-0899,35.76,Cappuccino
11/14/2024,04:56.7,card,ANON-0000-0000-0900,35.76,Latte
11/14/2024,05:49.8,card,ANON-0000-0000-0900,35.76,Cappuccino
11/14/2024,13:08.3,card,ANON-0000-0000-0819,30.86,Americano with Milk
11/14/2024,14:21.6,card,ANON-0000-0000-0819,35.76,Cappuccino
11/14/2024,43:26.5,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/14/2024,46:37.1,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/14/2024,31:30.0,card,ANON-0000-0000-0877,35.76,Cocoa
11/14/2024,32:30.5,card,ANON-0000-0000-0877,35.76,Hot Chocolate
11/14/2024,24:31.6,card,ANON-0000-0000-0019,35.76,Latte
11/14/2024,40:42.3,card,ANON-0000-0000-0901,35.76,Latte
11/15/2024,45:51.1,card,ANON-0000-0000-0902,30.86,Americano with Milk
11/15/2024,05:53.0,card,ANON-0000-0000-0769,30.86,Americano with Milk
11/15/2024,09:00.5,card,ANON-0000-0000-0903,35.76,Cocoa
11/15/2024,14:18.6,card,ANON-0000-0000-0904,35.76,Cocoa
11/15/2024,57:33.9,card,ANON-0000-0000-0494,35.76,Latte
11/15/2024,19:50.6,card,ANON-0000-0000-0905,25.96,Americano
11/15/2024,35:41.1,card,ANON-0000-0000-0851,30.86,Americano with Milk
11/15/2024,55:01.5,card,ANON-0000-0000-0906,35.76,Latte
11/15/2024,12:44.9,card,ANON-0000-0000-0907,35.76,Hot Chocolate
11/15/2024,42:21.9,card,ANON-0000-0000-0287,30.86,Americano with Milk
11/15/2024,43:21.2,card,ANON-0000-0000-0287,30.86,Americano with Milk
11/16/2024,21:34.9,card,ANON-0000-0000-0141,25.96,Cortado
